60
p T x1 x2 x3 x4 x5
1.000000000000000000e+05 5.000000000000000000e+03 1.666666666666666574e-01 1.666666666666666574e-01 1.666666666666666574e-01 1.666666666666666574e-01 3.333333333333334814e-01
1.000000000000000000e+05 5.000000000000000000e+03 1.666666666666666574e-01 1.666666666666666574e-01 1.666666666666666574e-01 3.333333333333333148e-01 1.666666666666667962e-01
1.000000000000000000e+05 5.000000000000000000e+03 1.666666666666666574e-01 1.666666666666666574e-01 1.666666666666666574e-01 5.000000000000000000e-01 1.110223024625156540e-16
1.000000000000000000e+05 5.000000000000000000e+03 1.666666666666666574e-01 1.666666666666666574e-01 3.333333333333333148e-01 1.666666666666666574e-01 1.666666666666667684e-01
1.000000000000000000e+05 5.000000000000000000e+03 1.666666666666666574e-01 1.666666666666666574e-01 3.333333333333333148e-01 3.333333333333333148e-01 1.110223024625156540e-16
1.000000000000000000e+05 5.000000000000000000e+03 1.666666666666666574e-01 1.666666666666666574e-01 5.000000000000000000e-01 1.666666666666666574e-01 8.326672684688674053e-17
1.000000000000000000e+05 5.000000000000000000e+03 1.666666666666666574e-01 3.333333333333333148e-01 1.666666666666666574e-01 1.666666666666666574e-01 1.666666666666667129e-01
1.000000000000000000e+05 5.000000000000000000e+03 1.666666666666666574e-01 3.333333333333333148e-01 1.666666666666666574e-01 3.333333333333333148e-01 5.551115123125782702e-17
1.000000000000000000e+05 5.000000000000000000e+03 1.666666666666666574e-01 3.333333333333333148e-01 3.333333333333333148e-01 1.666666666666666574e-01 2.775557561562891351e-17
1.000000000000000000e+05 5.000000000000000000e+03 1.666666666666666574e-01 5.000000000000000000e-01 1.666666666666666574e-01 1.666666666666666574e-01 5.551115123125782702e-17
1.000000000000000000e+05 5.000000000000000000e+03 3.333333333333333148e-01 1.666666666666666574e-01 1.666666666666666574e-01 1.666666666666666574e-01 1.666666666666668239e-01
1.000000000000000000e+05 5.000000000000000000e+03 3.333333333333333148e-01 1.666666666666666574e-01 1.666666666666666574e-01 3.333333333333333148e-01 1.665334536937734811e-16
1.000000000000000000e+05 5.000000000000000000e+03 3.333333333333333148e-01 1.666666666666666574e-01 3.333333333333333148e-01 1.666666666666666574e-01 1.387778780781445676e-16
1.000000000000000000e+05 5.000000000000000000e+03 3.333333333333333148e-01 3.333333333333333148e-01 1.666666666666666574e-01 1.666666666666666574e-01 1.110223024625156540e-16
1.000000000000000000e+05 5.000000000000000000e+03 5.000000000000000000e-01 1.666666666666666574e-01 1.666666666666666574e-01 1.666666666666666574e-01 5.551115123125782702e-17
1.100000000000000000e+05 2.500000000000000000e+03 1.666666666666666574e-01 1.666666666666666574e-01 1.666666666666666574e-01 1.666666666666666574e-01 3.333333333333334814e-01
1.100000000000000000e+05 2.500000000000000000e+03 1.666666666666666574e-01 1.666666666666666574e-01 1.666666666666666574e-01 3.333333333333333148e-01 1.666666666666667962e-01
1.100000000000000000e+05 2.500000000000000000e+03 1.666666666666666574e-01 1.666666666666666574e-01 1.666666666666666574e-01 5.000000000000000000e-01 1.110223024625156540e-16
1.100000000000000000e+05 2.500000000000000000e+03 1.666666666666666574e-01 1.666666666666666574e-01 3.333333333333333148e-01 1.666666666666666574e-01 1.666666666666667684e-01
1.100000000000000000e+05 2.500000000000000000e+03 1.666666666666666574e-01 1.666666666666666574e-01 3.333333333333333148e-01 3.333333333333333148e-01 1.110223024625156540e-16
1.100000000000000000e+05 2.500000000000000000e+03 1.666666666666666574e-01 1.666666666666666574e-01 5.000000000000000000e-01 1.666666666666666574e-01 8.326672684688674053e-17
1.100000000000000000e+05 2.500000000000000000e+03 1.666666666666666574e-01 3.333333333333333148e-01 1.666666666666666574e-01 1.666666666666666574e-01 1.666666666666667129e-01
1.100000000000000000e+05 2.500000000000000000e+03 1.666666666666666574e-01 3.333333333333333148e-01 1.666666666666666574e-01 3.333333333333333148e-01 5.551115123125782702e-17
1.100000000000000000e+05 2.500000000000000000e+03 1.666666666666666574e-01 3.333333333333333148e-01 3.333333333333333148e-01 1.666666666666666574e-01 2.775557561562891351e-17
1.100000000000000000e+05 2.500000000000000000e+03 1.666666666666666574e-01 5.000000000000000000e-01 1.666666666666666574e-01 1.666666666666666574e-01 5.551115123125782702e-17
1.100000000000000000e+05 2.500000000000000000e+03 3.333333333333333148e-01 1.666666666666666574e-01 1.666666666666666574e-01 1.666666666666666574e-01 1.666666666666668239e-01
1.100000000000000000e+05 2.500000000000000000e+03 3.333333333333333148e-01 1.666666666666666574e-01 1.666666666666666574e-01 3.333333333333333148e-01 1.665334536937734811e-16
1.100000000000000000e+05 2.500000000000000000e+03 3.333333333333333148e-01 1.666666666666666574e-01 3.333333333333333148e-01 1.666666666666666574e-01 1.387778780781445676e-16
1.100000000000000000e+05 2.500000000000000000e+03 3.333333333333333148e-01 3.333333333333333148e-01 1.666666666666666574e-01 1.666666666666666574e-01 1.110223024625156540e-16
1.100000000000000000e+05 2.500000000000000000e+03 5.000000000000000000e-01 1.666666666666666574e-01 1.666666666666666574e-01 1.666666666666666574e-01 5.551115123125782702e-17
1.100000000000000000e+05 5.000000000000000000e+03 1.666666666666666574e-01 1.666666666666666574e-01 1.666666666666666574e-01 1.666666666666666574e-01 3.333333333333334814e-01
1.100000000000000000e+05 5.000000000000000000e+03 1.666666666666666574e-01 1.666666666666666574e-01 1.666666666666666574e-01 3.333333333333333148e-01 1.666666666666667962e-01
1.100000000000000000e+05 5.000000000000000000e+03 1.666666666666666574e-01 1.666666666666666574e-01 1.666666666666666574e-01 5.000000000000000000e-01 1.110223024625156540e-16
1.100000000000000000e+05 5.000000000000000000e+03 1.666666666666666574e-01 1.666666666666666574e-01 3.333333333333333148e-01 1.666666666666666574e-01 1.666666666666667684e-01
1.100000000000000000e+05 5.000000000000000000e+03 1.666666666666666574e-01 1.666666666666666574e-01 3.333333333333333148e-01 3.333333333333333148e-01 1.110223024625156540e-16
1.100000000000000000e+05 5.000000000000000000e+03 1.666666666666666574e-01 1.666666666666666574e-01 5.000000000000000000e-01 1.666666666666666574e-01 8.326672684688674053e-17
1.100000000000000000e+05 5.000000000000000000e+03 1.666666666666666574e-01 3.333333333333333148e-01 1.666666666666666574e-01 1.666666666666666574e-01 1.666666666666667129e-01
1.100000000000000000e+05 5.000000000000000000e+03 1.666666666666666574e-01 3.333333333333333148e-01 1.666666666666666574e-01 3.333333333333333148e-01 5.551115123125782702e-17
1.100000000000000000e+05 5.000000000000000000e+03 1.666666666666666574e-01 3.333333333333333148e-01 3.333333333333333148e-01 1.666666666666666574e-01 2.775557561562891351e-17
1.100000000000000000e+05 5.000000000000000000e+03 1.666666666666666574e-01 5.000000000000000000e-01 1.666666666666666574e-01 1.666666666666666574e-01 5.551115123125782702e-17
1.100000000000000000e+05 5.000000000000000000e+03 3.333333333333333148e-01 1.666666666666666574e-01 1.666666666666666574e-01 1.666666666666666574e-01 1.666666666666668239e-01
1.100000000000000000e+05 5.000000000000000000e+03 3.333333333333333148e-01 1.666666666666666574e-01 1.666666666666666574e-01 3.333333333333333148e-01 1.665334536937734811e-16
1.100000000000000000e+05 5.000000000000000000e+03 3.333333333333333148e-01 1.666666666666666574e-01 3.333333333333333148e-01 1.666666666666666574e-01 1.387778780781445676e-16
1.100000000000000000e+05 5.000000000000000000e+03 3.333333333333333148e-01 3.333333333333333148e-01 1.666666666666666574e-01 1.666666666666666574e-01 1.110223024625156540e-16
1.100000000000000000e+05 5.000000000000000000e+03 5.000000000000000000e-01 1.666666666666666574e-01 1.666666666666666574e-01 1.666666666666666574e-01 5.551115123125782702e-17
